Level,Arabic Text,Translated Text,Topic_ID,prompt_id,CEFR_level,topic_id,level,words,words_lowvocab,words_original
Intermediate,كيف تبدو حياتك اليومية في المدرسة؟ ما هي الأنشطة التي تستمتع بها أكثر؟,What does your daily life at school look like? What activities do you enjoy the most?,3,91,B2,3,3,"[('ثقافة', 'noun', 'civilization;culture'), ('تطوير', 'noun', 'advancement;development;promotion'), ('تركيز', 'noun', 'concentration;emphasis;focus;installation'), ('مسؤولية', 'noun', 'responsibility'), ('إبداع', 'noun', 'creativity;originality'), ('تفاعل', 'noun', 'interaction;reaction;reciprocity'), ('ترفيه', 'noun', 'amusement;entertainment;recreation')]",,"[('ثقافة', 'noun', 'civilization;culture'), ('تطوير', 'noun', 'advancement;development;promotion'), ('تركيز', 'noun', 'concentration;emphasis;focus;installation'), ('مسؤولية', 'noun', 'responsibility'), ('إبداع', 'noun', 'creativity;originality'), ('تفاعل', 'noun', 'interaction;reaction;reciprocity'), ('ترفيه', 'noun', 'amusement;entertainment;recreation')]"
Intermediate,ما هو الشيء الذي تتعلمه في المدرسة ويهمك كثيرًا؟ لماذا تعتقد أنه مهم؟,What is something you learn in school that matters a lot to you? Why do you think it is important?,3,92,B1,3,2,"[('فهم', 'noun', 'understanding'), ('مهارة', 'noun', 'craft;proficiency;skill'), ('رياضيات', 'noun', 'mathematician'), ('معلومات', 'noun', 'datum;information;item_of_information;known_fact;piece_of_data'), ('مشروع', 'noun', 'enterprise;project'), ('زميل', 'noun', 'associate;colleague;companion'), ('تطور', 'noun', 'development;event;progress'), ('أهمية', 'noun', 'importance;significance'), ('تحقيق', 'noun', 'achievement;investigation;realization;verification'), ('فرصة', 'noun', 'chance;holiday;opportunity')]",,"[('فهم', 'noun', 'understanding'), ('مهارة', 'noun', 'craft;proficiency;skill'), ('رياضيات', 'noun', 'mathematician'), ('معلومات', 'noun', 'datum;information;item_of_information;known_fact;piece_of_data'), ('مشروع', 'noun', 'enterprise;project'), ('زميل', 'noun', 'associate;colleague;companion'), ('تطور', 'noun', 'development;event;progress'), ('أهمية', 'noun', 'importance;significance'), ('تحقيق', 'noun', 'achievement;investigation;realization;verification'), ('فرصة', 'noun', 'chance;holiday;opportunity')]"
Intermediate,ما هو الشيء الذي تتعلمه في المدرسة ويهمك كثيرًا؟ لماذا تعتقد أنه مهم؟,What is something you learn in school that matters a lot to you? Why do you think it is important?,3,92,B2,3,3,"[('معرفة', 'noun', '(to)_know;acquaintance;culture;education;information;knowledge'), ('تطوير', 'noun', 'advancement;development;promotion'), ('تحليل', 'noun', 'analysis;dissolution'), ('ثقافة', 'noun', 'civilization;culture'), ('تطبيق', 'noun', 'application'), ('تواصل', 'noun', 'continuation;continuity'), ('أدب', 'noun', 'etiquette;good_manner;literature'), ('إبداع', 'noun', 'creativity;originality'), ('ابتكار', 'noun', 'invention'), ('طموح', 'noun', 'ambition;craving;desire'), ('مسؤولية', 'noun', 'responsibility')]",,"[('معرفة', 'noun', '(to)_know;acquaintance;culture;education;information;knowledge'), ('تطوير', 'noun', 'advancement;development;promotion'), ('تحليل', 'noun', 'analysis;dissolution'), ('ثقافة', 'noun', 'civilization;culture'), ('تطبيق', 'noun', 'application'), ('تواصل', 'noun', 'continuation;continuity'), ('أدب', 'noun', 'etiquette;good_manner;literature'), ('إبداع', 'noun', 'creativity;originality'), ('ابتكار', 'noun', 'invention'), ('طموح', 'noun', 'ambition;craving;desire'), ('مسؤولية', 'noun', 'responsibility')]"
Intermediate,كيف تتخيل حياتك في المستقبل؟ ما هي الأهداف التي ترغب في تحقيقها؟,How do you envision your life in the future? What goals do you want to achieve?,11,93,B1,11,2,"[('تحقيق', 'noun', 'achievement;investigation;realization;verification'), ('مهنة', 'noun', 'occupation;profession;vocation'), ('وظيفة', 'noun', 'function;job;position'), ('مهارة', 'noun', 'craft;proficiency;skill'), ('مشروع', 'noun', 'enterprise;project'), ('تطور', 'noun', 'development;event;progress'), ('قرار', 'noun', 'decision;resolution'), ('تحدي', 'noun', 'challenge'), ('فرصة', 'noun', 'chance;holiday;opportunity'), ('تكنولوجيا', 'noun', 'technology'), ('مجتمع', 'noun', 'society'), ('إنجاز', 'noun', 'accomplishment;achievement;effectuation;implementation;success')]",,"[('تحقيق', 'noun', 'achievement;investigation;realization;verification'), ('مهنة', 'noun', 'occupation;profession;vocation'), ('وظيفة', 'noun', 'function;job;position'), ('مهارة', 'noun', 'craft;proficiency;skill'), ('مشروع', 'noun', 'enterprise;project'), ('تطور', 'noun', 'development;event;progress'), ('قرار', 'noun', 'decision;resolution'), ('تحدي', 'noun', 'challenge'), ('فرصة', 'noun', 'chance;holiday;opportunity'), ('تكنولوجيا', 'noun', 'technology'), ('مجتمع', 'noun', 'society'), ('إنجاز', 'noun', 'accomplishment;achievement;effectuation;implementation;success')]"
Intermediate,كيف تتخيل حياتك في المستقبل؟ ما هي الأهداف التي ترغب في تحقيقها؟,How do you envision your life in the future? What goals do you want to achieve?,11,93,B2,11,3,"[('طموحات', 'noun', 'ambition;craving;desire'), ('إبداع', 'noun', 'creativity;originality'), ('استقرار', 'noun', 'stability'), ('استثمار', 'noun', 'invest;investing;investment'), ('توازن', 'noun', 'balance;balancing'), ('تحسين', 'noun', 'beautification;improvement;improving;making_better;ornamentation'), ('ابتكار', 'noun', 'invention'), ('طموح', 'noun', 'ambition;craving;desire'), ('مسؤولية', 'noun', 'responsibility'), ('تحفيز', 'noun', 'break;cut_(tax);getting_ready;incentive'), ('ثقافة', 'noun', 'civilization;culture'), ('طاقة', 'noun', 'energy;potential;power'), ('مرونة', 'noun', 'flexibility;pliability'), ('تنمية', 'noun', 'development;growth'), ('قيادة', 'noun', 'command;commander;leader;leadership')]",,"[('طموحات', 'noun', 'ambition;craving;desire'), ('إبداع', 'noun', 'creativity;originality'), ('استقرار', 'noun', 'stability'), ('استثمار', 'noun', 'invest;investing;investment'), ('توازن', 'noun', 'balance;balancing'), ('تحسين', 'noun', 'beautification;improvement;improving;making_better;ornamentation'), ('ابتكار', 'noun', 'invention'), ('طموح', 'noun', 'ambition;craving;desire'), ('مسؤولية', 'noun', 'responsibility'), ('تحفيز', 'noun', 'break;cut_(tax);getting_ready;incentive'), ('ثقافة', 'noun', 'civilization;culture'), ('طاقة', 'noun', 'energy;potential;power'), ('مرونة', 'noun', 'flexibility;pliability'), ('تنمية', 'noun', 'development;growth'), ('قيادة', 'noun', 'command;commander;leader;leadership')]"
Intermediate,ما هي المهن التي تفكر فيها لمستقبلك؟ لماذا تعتبرها خيارات جيدة بالنسبة لك؟,What professions are you considering for your future? Why do you think they are good options for you?,11,94,B1,11,2,"[('مهنة', 'noun', 'occupation;profession;vocation'), ('وظيفة', 'noun', 'function;job;position'), ('محامي', 'noun', 'defense_counsel;lawyer'), ('فنان', 'noun', 'artist'), ('مصمم', 'noun', 'designer;stylist'), ('فرصة', 'noun', 'chance;holiday;opportunity'), ('نمو', 'noun', 'development;growth;progress'), ('تحديات', 'noun', 'challenge'), ('راتب', 'noun', 'pay;salary;wage'), ('مهارات', 'noun', 'craft;proficiency;skill'), ('تأثير', 'noun', 'effect;impact;influence'), ('مجتمع', 'noun', 'society'), ('بيئة', 'noun', 'environment;milieu')]",,"[('مهنة', 'noun', 'occupation;profession;vocation'), ('وظيفة', 'noun', 'function;job;position'), ('محامي', 'noun', 'defense_counsel;lawyer'), ('فنان', 'noun', 'artist'), ('مصمم', 'noun', 'designer;stylist'), ('فرصة', 'noun', 'chance;holiday;opportunity'), ('نمو', 'noun', 'development;growth;progress'), ('تحديات', 'noun', 'challenge'), ('راتب', 'noun', 'pay;salary;wage'), ('مهارات', 'noun', 'craft;proficiency;skill'), ('تأثير', 'noun', 'effect;impact;influence'), ('مجتمع', 'noun', 'society'), ('بيئة', 'noun', 'environment;milieu')]"
Intermediate,ما هي المهن التي تفكر فيها لمستقبلك؟ لماذا تعتبرها خيارات جيدة بالنسبة لك؟,What professions are you considering for your future? Why do you think they are good options for you?,11,94,B2,11,3,"[('خيارات', 'noun', 'choice;option;selection'), ('طموحات', 'noun', 'ambition;craving;desire'), ('مسؤوليات', 'noun', 'responsibility'), ('تطوير', 'noun', 'advancement;development;promotion'), ('استقرار', 'noun', 'stability'), ('إبداع', 'noun', 'creativity;originality'), ('خبرة', 'noun', 'experience;expertise'), ('تنافسية', 'adj', 'antagonistic;competitive'), ('تقدم', 'noun', 'advancement;coming_forward;progress'), ('ابتكار', 'noun', 'invention'), ('ريادة', 'noun', 'exploration;first_place;forefront;leadership'), ('قيادة', 'noun', 'command;commander;leader;leadership'), ('تنمية', 'noun', 'development;growth'), ('مرونة', 'noun', 'flexibility;pliability')]",,"[('خيارات', 'noun', 'choice;option;selection'), ('طموحات', 'noun', 'ambition;craving;desire'), ('مسؤوليات', 'noun', 'responsibility'), ('تطوير', 'noun', 'advancement;development;promotion'), ('استقرار', 'noun', 'stability'), ('إبداع', 'noun', 'creativity;originality'), ('خبرة', 'noun', 'experience;expertise'), ('تنافسية', 'adj', 'antagonistic;competitive'), ('تقدم', 'noun', 'advancement;coming_forward;progress'), ('ابتكار', 'noun', 'invention'), ('ريادة', 'noun', 'exploration;first_place;forefront;leadership'), ('قيادة', 'noun', 'command;commander;leader;leadership'), ('تنمية', 'noun', 'development;growth'), ('مرونة', 'noun', 'flexibility;pliability')]"
Intermediate,ما هي هوايتك المفضلة وكيف بدأت في ممارستها؟ لماذا تحبها؟,What is your favorite hobby and how did you start practicing it? Why do you enjoy it?,2,95,B1,2,2,"[('هواية', 'noun', 'hobby;passion'), ('لأنها', 'conj_sub', 'that'), ('ممتعة', 'adj', 'gratifying;pleasing'), ('مهارة', 'noun', 'craft;proficiency;skill'), ('استرخاء', 'noun', 'laxity;slackening'), ('تحدي', 'noun', 'challenge'), ('إنجاز', 'noun', 'accomplishment;achievement;effectuation;implementation;success'), ('مشاركة', 'noun', 'association;participation'), ('مجتمع', 'noun', 'society')]",,"[('هواية', 'noun', 'hobby;passion'), ('لأنها', 'conj_sub', 'that'), ('ممتعة', 'adj', 'gratifying;pleasing'), ('مهارة', 'noun', 'craft;proficiency;skill'), ('استرخاء', 'noun', 'laxity;slackening'), ('تحدي', 'noun', 'challenge'), ('إنجاز', 'noun', 'accomplishment;achievement;effectuation;implementation;success'), ('مشاركة', 'noun', 'association;participation'), ('مجتمع', 'noun', 'society')]"
Intermediate,ما هي هوايتك المفضلة وكيف بدأت في ممارستها؟ لماذا تحبها؟,What is your favorite hobby and how did you start practicing it? Why do you enjoy it?,2,95,B2,2,3,"[('تطوير', 'noun', 'advancement;development;promotion'), ('إبداع', 'noun', 'creativity;originality'), ('تحسين', 'noun', 'beautification;improvement;improving;making_better;ornamentation'), ('ترفيه', 'noun', 'amusement;entertainment;recreation'), ('خبرة', 'noun', 'experience;expertise'), ('تحفيز', 'noun', 'break;cut_(tax);getting_ready;incentive'), ('تنمية', 'noun', 'development;growth'), ('استكشاف', 'noun', 'reconnaissance;scouting'), ('تركيز', 'noun', 'concentration;emphasis;focus;installation'), ('استثمار', 'noun', 'invest;investing;investment'), ('تنوع', 'noun', 'diversity;variety'), ('تقدم', 'noun', 'advancement;coming_forward;progress')]",,"[('تطوير', 'noun', 'advancement;development;promotion'), ('إبداع', 'noun', 'creativity;originality'), ('تحسين', 'noun', 'beautification;improvement;improving;making_better;ornamentation'), ('ترفيه', 'noun', 'amusement;entertainment;recreation'), ('خبرة', 'noun', 'experience;expertise'), ('تحفيز', 'noun', 'break;cut_(tax);getting_ready;incentive'), ('تنمية', 'noun', 'development;growth'), ('استكشاف', 'noun', 'reconnaissance;scouting'), ('تركيز', 'noun', 'concentration;emphasis;focus;installation'), ('استثمار', 'noun', 'invest;investing;investment'), ('تنوع', 'noun', 'diversity;variety'), ('تقدم', 'noun', 'advancement;coming_forward;progress')]"
Intermediate,هل ترغب في تعلم هواية جديدة؟ ما هي ولماذا تهمك؟,Do you wish to learn a new hobby? What is it and why does it interest you?,2,96,B1,2,2,"[('هواية', 'noun', 'hobby;passion'), ('فن', 'noun', 'art;specialty;variety'), ('خيل', 'noun', 'horse'), ('مهارات', 'noun', 'craft;proficiency;skill'), ('استرخاء', 'noun', 'laxity;slackening'), ('ممتعة', 'adj', 'gratifying;pleasing'), ('تحدي', 'noun', 'challenge'), ('شخصي', 'adj', 'personal;private')]",,"[('هواية', 'noun', 'hobby;passion'), ('فن', 'noun', 'art;specialty;variety'), ('خيل', 'noun', 'horse'), ('مهارات', 'noun', 'craft;proficiency;skill'), ('استرخاء', 'noun', 'laxity;slackening'), ('ممتعة', 'adj', 'gratifying;pleasing'), ('تحدي', 'noun', 'challenge'), ('شخصي', 'adj', 'personal;private')]"
Intermediate,هل ترغب في تعلم هواية جديدة؟ ما هي ولماذا تهمك؟,Do you wish to learn a new hobby? What is it and why does it interest you?,2,96,B2,2,3,"[('تطوير', 'noun', 'advancement;development;promotion'), ('إبداع', 'noun', 'creativity;originality'), ('تحسين', 'noun', 'beautification;improvement;improving;making_better;ornamentation'), ('توازن', 'noun', 'balance;balancing'), ('اجتماعي', 'adj', 'social'), ('ثقافة', 'noun', 'civilization;culture'), ('معرفة', 'noun', '(to)_know;acquaintance;culture;education;information;knowledge'), ('توسيع', 'noun', 'expansion;widening'), ('تنمية', 'noun', 'development;growth'), ('استكشاف', 'noun', 'reconnaissance;scouting'), ('تفاعل', 'noun', 'interaction;reaction;reciprocity')]",,"[('تطوير', 'noun', 'advancement;development;promotion'), ('إبداع', 'noun', 'creativity;originality'), ('تحسين', 'noun', 'beautification;improvement;improving;making_better;ornamentation'), ('توازن', 'noun', 'balance;balancing'), ('اجتماعي', 'adj', 'social'), ('ثقافة', 'noun', 'civilization;culture'), ('معرفة', 'noun', '(to)_know;acquaintance;culture;education;information;knowledge'), ('توسيع', 'noun', 'expansion;widening'), ('تنمية', 'noun', 'development;growth'), ('استكشاف', 'noun', 'reconnaissance;scouting'), ('تفاعل', 'noun', 'interaction;reaction;reciprocity')]"
Intermediate,ناقش فوائد التعلم عبر الإنترنت.,Discuss the benefits of online learning.,15,97,B1,15,2,"[('فوائد', 'noun', 'benefit;interest_(econ.);use'), ('معلومات', 'noun', 'datum;information;item_of_information;known_fact;piece_of_data'), ('متنوع', 'adj', 'diverse;sundry;various'), ('توفير', 'noun', 'furnishing;provision'), ('مباشر', 'adj', 'direct;immediate'), ('مستمر', 'adj', 'continuing;continuous;incessant'), ('تكنولوجيا', 'noun', 'technology'), ('مهارات', 'noun', 'craft;proficiency;skill'), ('تعليمية', 'adj', 'educational;instructional;pedagogical'), ('مشاركة', 'noun', 'association;participation'), ('شخصية', 'noun', 'identity;individual;person;personality')]",,"[('فوائد', 'noun', 'benefit;interest_(econ.);use'), ('معلومات', 'noun', 'datum;information;item_of_information;known_fact;piece_of_data'), ('متنوع', 'adj', 'diverse;sundry;various'), ('توفير', 'noun', 'furnishing;provision'), ('مباشر', 'adj', 'direct;immediate'), ('مستمر', 'adj', 'continuing;continuous;incessant'), ('تكنولوجيا', 'noun', 'technology'), ('مهارات', 'noun', 'craft;proficiency;skill'), ('تعليمية', 'adj', 'educational;instructional;pedagogical'), ('مشاركة', 'noun', 'association;participation'), ('شخصية', 'noun', 'identity;individual;person;personality')]"
Intermediate,ناقش فوائد التعلم عبر الإنترنت.,Discuss the benefits of online learning.,15,97,B2,15,3,"[('مرونة', 'noun', 'flexibility;pliability'), ('تفاعل', 'noun', 'interaction;reaction;reciprocity'), ('تواصل', 'noun', 'continuation;continuity'), ('محتوى', 'noun', 'content'), ('جودة', 'noun', 'excellence;fineness;high_quality'), ('افتراضي', 'adj', 'hypothetical'), ('تقنيات', 'noun', 'technique;technology'), ('تحديث', 'noun', 'renewing;updating'), ('دعم', 'noun', 'assistance;endorsement;support'), ('تحليل', 'noun', 'analysis;dissolution'), ('تكاليف', 'noun', 'charge;charging;commissioning;cost;expense')]",,"[('مرونة', 'noun', 'flexibility;pliability'), ('تفاعل', 'noun', 'interaction;reaction;reciprocity'), ('تواصل', 'noun', 'continuation;continuity'), ('محتوى', 'noun', 'content'), ('جودة', 'noun', 'excellence;fineness;high_quality'), ('افتراضي', 'adj', 'hypothetical'), ('تقنيات', 'noun', 'technique;technology'), ('تحديث', 'noun', 'renewing;updating'), ('دعم', 'noun', 'assistance;endorsement;support'), ('تحليل', 'noun', 'analysis;dissolution'), ('تكاليف', 'noun', 'charge;charging;commissioning;cost;expense')]"
Intermediate,ناقش فوائد وأضرار الإنترنت.,Discuss the benefits and harms of the Internet.,15,98,B1,15,2,"[('فوائد', 'noun', 'benefit;interest_(econ.);use'), ('أضرار', 'noun', 'damage;evil;harm;injury;sin'), ('معلومات', 'noun', 'datum;information;item_of_information;known_fact;piece_of_data'), ('تكنولوجيا', 'noun', 'technology'), ('مواقع', 'noun', 'location;position;site'), ('خصوصية', 'noun', 'peculiarity;private_affair;unique_characteristic'), ('تأثير', 'noun', 'effect;impact;influence'), ('مراقبة', 'noun', 'inspection;monitoring;observation;surveillance'), ('حماية', 'noun', 'protecting;protection'), ('تحديات', 'noun', 'challenge'), ('تطور', 'noun', 'development;event;progress')]",,"[('فوائد', 'noun', 'benefit;interest_(econ.);use'), ('أضرار', 'noun', 'damage;evil;harm;injury;sin'), ('معلومات', 'noun', 'datum;information;item_of_information;known_fact;piece_of_data'), ('تكنولوجيا', 'noun', 'technology'), ('مواقع', 'noun', 'location;position;site'), ('خصوصية', 'noun', 'peculiarity;private_affair;unique_characteristic'), ('تأثير', 'noun', 'effect;impact;influence'), ('مراقبة', 'noun', 'inspection;monitoring;observation;surveillance'), ('حماية', 'noun', 'protecting;protection'), ('تحديات', 'noun', 'challenge'), ('تطور', 'noun', 'development;event;progress')]"
Intermediate,ناقش فوائد وأضرار الإنترنت.,Discuss the benefits and harms of the Internet.,15,98,B2,15,3,"[('تواصل', 'noun', 'continuation;continuity'), ('اجتماعي', 'adj', 'social'), ('اقتصادي', 'noun', 'economist'), ('ثقافة', 'noun', 'civilization;culture'), ('إدمان', 'noun', 'addiction;mania'), ('محتوى', 'noun', 'content'), ('ترفيه', 'noun', 'amusement;entertainment;recreation'), ('تفاعل', 'noun', 'interaction;reaction;reciprocity'), ('افتراضي', 'adj', 'hypothetical'), ('أبحاث', 'noun', 'discussion;examination;research;search'), ('بيانات', 'noun', 'communiqué;declaration;statement'), ('تبادل', 'noun', 'exchange'), ('إبداع', 'noun', 'creativity;originality'), ('استهلاك', 'noun', 'amortization;consuming;consumption;discharge'), ('تطوير', 'noun', 'advancement;development;promotion')]",,"[('تواصل', 'noun', 'continuation;continuity'), ('اجتماعي', 'adj', 'social'), ('اقتصادي', 'noun', 'economist'), ('ثقافة', 'noun', 'civilization;culture'), ('إدمان', 'noun', 'addiction;mania'), ('محتوى', 'noun', 'content'), ('ترفيه', 'noun', 'amusement;entertainment;recreation'), ('تفاعل', 'noun', 'interaction;reaction;reciprocity'), ('افتراضي', 'adj', 'hypothetical'), ('أبحاث', 'noun', 'discussion;examination;research;search'), ('بيانات', 'noun', 'communiqué;declaration;statement'), ('تبادل', 'noun', 'exchange'), ('إبداع', 'noun', 'creativity;originality'), ('استهلاك', 'noun', 'amortization;consuming;consumption;discharge'), ('تطوير', 'noun', 'advancement;development;promotion')]"
Intermediate,كيف يمكنك تحقيق النجاح في الحياة؟,How can you achieve success in life?,17,99,B1,17,2,"[('تحقيق', 'noun', 'achievement;investigation;realization;verification'), ('مهارات', 'noun', 'craft;proficiency;skill'), ('فرصة', 'noun', 'chance;holiday;opportunity'), ('تحديات', 'noun', 'challenge'), ('تفاؤل', 'noun', 'optimism'), ('إنجاز', 'noun', 'accomplishment;achievement;effectuation;implementation;success'), ('نمو', 'noun', 'development;growth;progress'), ('تطور', 'noun', 'development;event;progress')]",,"[('تحقيق', 'noun', 'achievement;investigation;realization;verification'), ('مهارات', 'noun', 'craft;proficiency;skill'), ('فرصة', 'noun', 'chance;holiday;opportunity'), ('تحديات', 'noun', 'challenge'), ('تفاؤل', 'noun', 'optimism'), ('إنجاز', 'noun', 'accomplishment;achievement;effectuation;implementation;success'), ('نمو', 'noun', 'development;growth;progress'), ('تطور', 'noun', 'development;event;progress')]"
Intermediate,كيف يمكنك تحقيق النجاح في الحياة؟,How can you achieve success in life?,17,99,B2,17,3,"[('طموح', 'noun', 'ambition;craving;desire'), ('تطوير', 'noun', 'advancement;development;promotion'), ('إصرار', 'noun', 'determination;insistence;premeditation'), ('إبداع', 'noun', 'creativity;originality'), ('تحفيز', 'noun', 'break;cut_(tax);getting_ready;incentive'), ('تركيز', 'noun', 'concentration;emphasis;focus;installation'), ('توازن', 'noun', 'balance;balancing'), ('مرونة', 'noun', 'flexibility;pliability'), ('قيادة', 'noun', 'command;commander;leader;leadership'), ('استثمار', 'noun', 'invest;investing;investment'), ('تقييم', 'noun', 'assessment;evaluation;rating'), ('تحسين', 'noun', 'beautification;improvement;improving;making_better;ornamentation'), ('ابتكار', 'noun', 'invention')]",,"[('طموح', 'noun', 'ambition;craving;desire'), ('تطوير', 'noun', 'advancement;development;promotion'), ('إصرار', 'noun', 'determination;insistence;premeditation'), ('إبداع', 'noun', 'creativity;originality'), ('تحفيز', 'noun', 'break;cut_(tax);getting_ready;incentive'), ('تركيز', 'noun', 'concentration;emphasis;focus;installation'), ('توازن', 'noun', 'balance;balancing'), ('مرونة', 'noun', 'flexibility;pliability'), ('قيادة', 'noun', 'command;commander;leader;leadership'), ('استثمار', 'noun', 'invest;investing;investment'), ('تقييم', 'noun', 'assessment;evaluation;rating'), ('تحسين', 'noun', 'beautification;improvement;improving;making_better;ornamentation'), ('ابتكار', 'noun', 'invention')]"
Intermediate,كيف نطور نظام التعليم في العالم العربي؟,How can we develop the education system in the Arab world?,7,100,B1,7,2,"[('منهج', 'noun', 'approach;curriculum;method;program'), ('تكنولوجيا', 'noun', 'technology'), ('تحديات', 'noun', 'challenge'), ('فرص', 'noun', 'chance;holiday;opportunity'), ('مهارات', 'noun', 'craft;proficiency;skill'), ('مجتمع', 'noun', 'society'), ('بيئة', 'noun', 'environment;milieu'), ('وسائل', 'noun', 'device;instrument;mean'), ('مشاركة', 'noun', 'association;participation'), ('مشروع', 'noun', 'enterprise;project'), ('احتياجات', 'noun', 'need;requirement')]",,"[('منهج', 'noun', 'approach;curriculum;method;program'), ('تكنولوجيا', 'noun', 'technology'), ('تحديات', 'noun', 'challenge'), ('فرص', 'noun', 'chance;holiday;opportunity'), ('مهارات', 'noun', 'craft;proficiency;skill'), ('مجتمع', 'noun', 'society'), ('بيئة', 'noun', 'environment;milieu'), ('وسائل', 'noun', 'device;instrument;mean'), ('مشاركة', 'noun', 'association;participation'), ('مشروع', 'noun', 'enterprise;project'), ('احتياجات', 'noun', 'need;requirement')]"
Intermediate,كيف نطور نظام التعليم في العالم العربي؟,How can we develop the education system in the Arab world?,7,100,B2,7,3,"[('تطوير', 'noun', 'advancement;development;promotion'), ('تحسين', 'noun', 'beautification;improvement;improving;making_better;ornamentation'), ('جودة', 'noun', 'excellence;fineness;high_quality'), ('إبداع', 'noun', 'creativity;originality'), ('استثمار', 'noun', 'invest;investing;investment'), ('ابتكار', 'noun', 'invention'), ('تقنيات', 'noun', 'technique;technology'), ('دولي', 'adj', 'international;world'), ('تقييم', 'noun', 'assessment;evaluation;rating')]",,"[('تطوير', 'noun', 'advancement;development;promotion'), ('تحسين', 'noun', 'beautification;improvement;improving;making_better;ornamentation'), ('جودة', 'noun', 'excellence;fineness;high_quality'), ('إبداع', 'noun', 'creativity;originality'), ('استثمار', 'noun', 'invest;investing;investment'), ('ابتكار', 'noun', 'invention'), ('تقنيات', 'noun', 'technique;technology'), ('دولي', 'adj', 'international;world'), ('تقييم', 'noun', 'assessment;evaluation;rating')]"
Advanced,تحدث عن تأثير التكنولوجيا على سوق العمل.,Talk about the impact of technology on the labor market.,15,101,C1,15,4,"[('أوتوماتيكية', 'adj', 'automatic'), ('إنتاجية', 'adj', 'production;productive'), ('بطالة', 'noun', 'idleness;joblessness'), ('عمالة', 'noun', 'employment;labor_force'), ('مجال', 'noun', 'area;arena;context;field;opportunity'), ('كفاءة', 'noun', 'competence;proficiency;suitability'), ('تقدم تقني', 'noun', 'technician'), ('استدامة', 'verb', 'continue;make_last'), ('رؤية', 'noun', 'opinion;sight;view;viewing;vision')]",,"[('أوتوماتيكية', 'adj', 'automatic'), ('إنتاجية', 'adj', 'production;productive'), ('بطالة', 'noun', 'idleness;joblessness'), ('عمالة', 'noun', 'employment;labor_force'), ('مجال', 'noun', 'area;arena;context;field;opportunity'), ('كفاءة', 'noun', 'competence;proficiency;suitability'), ('تقدم تقني', 'noun', 'technician'), ('استدامة', 'verb', 'continue;make_last'), ('رؤية', 'noun', 'opinion;sight;view;viewing;vision')]"
Advanced,تحدث عن تأثير التكنولوجيا على سوق العمل.,Talk about the impact of technology on the labor market.,15,101,C2,15,5,"[('العولمة', 'noun', 'globalization'), ('الابتكار المستدام', 'noun', 'lasting;permanent;secure;sustained;uniterrupted'), ('الأمن السيبراني.', 'adj', None), ('الأمن السيبراني', 'adj', None), ('الواقع المعزز', 'adj', 'reinforcement;reinforcing'), ('الحوسبة السحابية', 'noun', 'cloud')]","[('الأمن السيبراني', 'adj', None), ('الواقع المعزز', 'adj', 'reinforcement;reinforcing'), ('الحوسبة السحابية', 'noun', 'cloud')]","[('العولمة', 'noun', 'globalization'), ('الابتكار المستدام', 'noun', 'lasting;permanent;secure;sustained;uniterrupted'), ('الأمن السيبراني.', 'adj', None)]"
Advanced,ما هي أهمية البحث العلمي في تطوير المجتمع؟,What is the importance of scientific research in developing society?,7,102,C1,7,4,"[('منهجية', 'adj', 'curricular;methodological;programmatic'), ('استقصاء', 'noun', 'examination;investigation'), ('معايير', 'noun', 'criterion;gauge;standard;standard_measure'), ('مؤسسات', 'noun', 'institution;organization'), ('استدامة', 'verb', 'continue;make_last'), ('أخلاقيات', 'noun', 'ethics;morality'), ('تخصصات', 'noun', 'major_field;specialization'), ('توثيق', 'noun', 'authentication;documentation'), ('استراتيجية', 'adj', 'strategic'), ('موارد', 'noun', 'resource;source'), ('نقد', 'noun', 'criticism;critique'), ('استبصار', 'noun', 'insight;psychology')]",,"[('منهجية', 'adj', 'curricular;methodological;programmatic'), ('استقصاء', 'noun', 'examination;investigation'), ('معايير', 'noun', 'criterion;gauge;standard;standard_measure'), ('مؤسسات', 'noun', 'institution;organization'), ('استدامة', 'verb', 'continue;make_last'), ('أخلاقيات', 'noun', 'ethics;morality'), ('تخصصات', 'noun', 'major_field;specialization'), ('توثيق', 'noun', 'authentication;documentation'), ('استراتيجية', 'adj', 'strategic'), ('موارد', 'noun', 'resource;source'), ('نقد', 'noun', 'criticism;critique'), ('استبصار', 'noun', 'insight;psychology')]"
Advanced,ما هي أهمية البحث العلمي في تطوير المجتمع؟,What is the importance of scientific research in developing society?,7,102,C2,7,5,"[('تمويل', 'noun', 'backing;financing;funding'), ('التنمية المستدامة', 'noun', 'lasting;permanent;secure;sustained;uniterrupted'), ('الأبحاث الميدانية', 'adj', 'field;survey'), ('التقدم المستدام', 'noun', 'lasting;permanent;secure;sustained;uniterrupted')]","[('التنمية المستدامة', 'noun', 'lasting;permanent;secure;sustained;uniterrupted'), ('الأبحاث الميدانية', 'adj', 'field;survey'), ('التقدم المستدام', 'noun', 'lasting;permanent;secure;sustained;uniterrupted')]","[('تمويل', 'noun', 'backing;financing;funding')]"
