Level,Arabic Text,Translated Text,Topic_ID,prompt_id,CEFR_level,topic_id,level,words
Beginner,تحدث عن أفضل صديق لك.,Talk about your best friend.,10,21,A,10,1,"[('صديق', 'noun', 'friend'), ('أفضل', 'adj_comp', 'better/best'), ('اسم', 'noun', 'name'), ('عمر', 'noun', 'age;age_groups;life'), ('طويل', 'adj', 'long;tall'), ('قصير', 'adj', 'short;small'), ('عين', 'noun', 'ain;ain_(Arabic_letter)'), ('لون', 'noun', 'color;sort;tint;type'), ('يحب', 'verb', 'like;love'), ('يلعب', 'verb', 'play'), ('يذهب', 'verb', 'depart;go;take_(with)'), ('مدرسة', 'noun', 'school'), ('بيت', 'noun', 'house'), ('أخ', 'noun', 'brother'), ('أخت', 'noun', 'counterpart;sister'), ('طيب', 'adj', 'good;pleasant'), ('ذكي', 'adj', 'clever;delicious;intelligent'), ('قوي', 'adj', 'powerful;strong'), ('ضحك', 'verb', 'laugh'), ('يعرف', 'verb', 'know'), ('يساعد', 'verb', 'assist;contribute;help;support'), ('دائمًا', 'adj', 'constant;lasting;permanent'), ('قريب', 'adj', 'close;near;recent;soon'), ('بعيد', 'noun', 'distant;far;remote'), ('سعيد', 'adj', 'happy'), ('حزين', 'adj', 'mourning;sad'), ('يوم', 'noun', 'day;some_day;today'), ('صداقة', 'noun', 'friendship'), ('رياضة', 'noun', 'mathematics;physical_exercise;sport'), ('طعام', 'noun', 'food'), ('يقرأ', 'verb', 'read'), ('يكتب', 'verb', 'write'), ('يشاهد', 'verb', 'observe;watch;witness'), ('فيلم', 'noun', 'film;movie'), ('موسيقى', 'noun', 'music')]"
Beginner,وصف تجربة طفولة لا تُنسى.,Describe an unforgettable childhood experience.,1,22,A,1,1,"[('طفولة', 'noun', 'infancy'), ('لعبة', 'noun', 'game;toy'), ('عائلة', 'noun', 'family;household'), ('أصدقاء', 'noun', 'friend'), ('مدرسة', 'noun', 'school'), ('رحلة', 'noun', 'career;journey;trip;voyage'), ('حديقة', 'noun', 'garden'), ('منزل', 'noun', 'house;residence'), ('سعيد', 'adj', 'happy'), ('ضحك', 'verb', 'laugh'), ('لعب', 'verb', 'play'), ('يوم', 'noun', 'day;some_day;today'), ('قصة', 'noun', 'story'), ('أخ', 'noun', 'brother'), ('أخت', 'noun', 'counterpart;sister'), ('حلوى', 'noun', 'dessert;pastry;sweet'), ('هدية', 'noun', 'gift;present'), ('صورة', 'noun', 'form;illustration;image;manner;photo;photograph;picture;way'), ('وقت', 'noun', 'at_that_time;moment;period_of_time;time'), ('صغير', 'adj', 'small;young'), ('كبير', 'adj', 'great;important;large;major;senior'), ('صديق', 'noun', 'friend'), ('فصل', 'noun', 'chapter;cutting_off;detaching;discharge;dismissal;season;section;separating'), ('نشاط', 'noun', 'active;activity'), ('مكان', 'noun', 'location;place;position'), ('شارع', 'noun', 'street'), ('قريب', 'adj', 'close;near;recent;soon'), ('بعيد', 'noun', 'distant;far;remote'), ('حب', 'noun', 'affection;love;out_of_affection_for'), ('فرح', 'noun', 'festivity;happiness;joy')]"
Beginner,ماهي الوظيفة التي تحلم بها في المستقبل ،لماذا؟,"What is your dream job in the future, and why?",11,23,A,11,1,"[('حلم', 'noun', 'dream'), ('مستقبل', 'noun', 'future'), ('أحب', 'verb', 'like;love'), ('عمل', 'noun', 'action;activity;work'), ('طبيب', 'noun', 'doctor;physician'), ('مهندس', 'noun', 'engineer;technician'), ('معلم', 'noun', 'teacher'), ('طيار', 'noun', 'aviator;flyer;pilot'), ('شرطي', 'noun', 'police_officer'), ('مدير', 'noun', 'chief;director;manager'), ('طباخ', 'noun', 'chef;cook'), ('سائق', 'noun', 'chauffeur;driver'), ('مدرسة', 'noun', 'school'), ('جامعة', 'noun', 'league;university'), ('مكتب', 'noun', 'bureau;department;office'), ('شركة', 'noun', 'company;corporation'), ('مستشفى', 'noun', 'hospital'), ('طائرة', 'noun', 'aircraft;airplane'), ('سيارة', 'noun', 'automobile;car;vehicle'), ('نجاح', 'noun', 'success'), ('دراسة', 'noun', 'research;study'), ('حياة', 'noun', 'life'), ('هدف', 'noun', 'goal;intention;objective;target'), ('تعليم', 'noun', 'education;instruction;precept;teaching'), ('تدريب', 'noun', 'coaching;drill;exercise;practice;training')]"
Beginner,ما هو الطقس اليوم؟,What is the weather like today?,12,24,A,12,1,"[('اليوم', 'noun', 'day;some_day;today'), ('شمس', 'noun', 'sun'), ('مطر', 'noun', 'rain'), ('حار', 'adj', 'fervent;hot'), ('بارد', 'adj', 'cold;frigid'), ('رياح', 'noun', 'odor;wind'), ('سحاب', 'noun', 'cloud'), ('دافئ', 'adj', 'warm'), ('ثلج', 'noun', 'ice;snow'), ('فصل', 'noun', 'chapter;cutting_off;detaching;discharge;dismissal;season;section;separating'), ('صيف', 'noun', 'summer'), ('شتاء', 'noun', 'rain;winter'), ('خريف', 'noun', 'autumn;fall'), ('ربيع', 'noun', 'spring'), ('درجة', 'noun', 'class;degree;grade;level;rank'), ('حرارة', 'noun', 'fever;heat;temperature'), ('عالية', 'adj', 'elevated;high'), ('سماء', 'noun', 'Heaven;sky'), ('نهار', 'noun', 'by_day;day;daytime'), ('ليل', 'noun', 'at_night;by_night;night;nighttime'), ('برق', 'noun', 'lightning;telegraph'), ('رعد', 'noun', 'thunder'), ('مشمس', 'adj', 'sunny'), ('قبعة', 'noun', 'cap;hat')]"
Beginner,ما هو عيد عربي شعبي؟ وماذا يفعل الناس للاحتفال به؟,"What is a popular Arab holiday, and what do people do to celebrate it?",13,25,A,13,1,"[('عيد', 'noun', 'feast;festival;holiday'), ('عربي', 'noun', 'Arab;bedouin'), ('شعبي', 'noun', 'nation;people'), ('الناس', 'noun', 'people'), ('يحتفل', 'verb', 'celebrate'), ('يفعل', 'verb', 'act;do'), ('طعام', 'noun', 'food'), ('حلويات', 'noun', 'dessert;pastry;sweet'), ('صلاة', 'noun', 'prayer;salat'), ('أسرة', 'noun', 'community;family'), ('أصدقاء', 'noun', 'friend'), ('فرح', 'noun', 'festivity;happiness;joy'), ('سعيد', 'adj', 'happy'), ('يوم', 'noun', 'day;some_day;today'), ('هدايا', 'noun', 'gift;present'), ('زينة', 'noun', 'decoration;embellishment'), ('موسيقى', 'noun', 'music'), ('رقص', 'noun', 'dance;dancing'), ('شهر', 'noun', 'month'), ('صوم', 'noun', 'abstinence;fasting'), ('ذبح', 'noun', 'slaughter;slaughtering'), ('صلاة العيد', 'noun', 'feast;festival;holiday'), ('مسجد', 'noun', 'mosque'), ('سوق', 'noun', 'market'), ('تقاليد', 'noun', 'custom;imitation;tradition'), ('تاريخ', 'noun', 'date;history'), ('عائلة', 'noun', 'family;household')]"
Beginner,ما هو معلم عربي شهير؟ ولماذا هو مهم؟,"What is a famous Arab landmark, and why is it important?",14,26,A,14,1,"[('معلم', 'noun', 'teacher'), ('عربي', 'noun', 'Arab;bedouin'), ('مهم', 'adj', 'important;serious'), ('لماذا', 'adv_rel', 'why'), ('هو', 'pron', 'it/he'), ('معروف', 'adj', 'known;well-known'), ('تعليم', 'noun', 'education;instruction;precept;teaching'), ('تاريخ', 'noun', 'date;history'), ('لغة', 'noun', 'language'), ('كتب', 'verb', 'write'), ('علم', 'noun', 'in_view_of_the_fact;knowing;knowledge;science;study_of;with_the_knowledge'), ('مدرسة', 'noun', 'school'), ('درس', 'noun', 'checking;class;examining;lesson;study;studying'), ('طلاب', 'noun', 'requesting;student'), ('فكر', 'verb', 'consider;ponder;think'), ('مثال', 'noun', 'example;model;proverb')]"
Beginner,ما هو تطبيقك المفضل على الهاتف المحمول؟ وكيف تستخدمه؟,"What is your favorite mobile app, and how do you use it?",15,27,A,15,1,"[('هاتف', 'noun', 'telephone'), ('استخدام', 'noun', 'usage;using;utilization'), ('لعبة', 'noun', 'game;toy'), ('فيديو', 'noun', 'video'), ('موسيقى', 'noun', 'music'), ('صور', 'noun', 'form;illustration;image;manner;photo;photograph;picture;way'), ('رسائل', 'noun', 'communication;dissertation;letter;message;mission;task'), ('مكالمات', 'noun', 'conversation;discussion'), ('أصدقاء', 'noun', 'friend'), ('عائلة', 'noun', 'family;household'), ('دراسة', 'noun', 'research;study'), ('قراءة', 'noun', 'reading'), ('كتابة', 'noun', 'essay;piece_of_writing;writing'), ('أخبار', 'noun', 'new;news;report'), ('طعام', 'noun', 'food'), ('تسوق', 'verb', 'market;shop'), ('تعليم', 'noun', 'education;instruction;precept;teaching'), ('يومي', 'noun', 'day;some_day;today'), ('جديد', 'adj', 'modern;new'), ('قديم', 'adj', 'ancient;old'), ('بسيط', 'adj', 'plain;simple'), ('سريع', 'adj', 'express;prompt;quick'), ('مفيد', 'adj', 'beneficial;useful'), ('شاشة', 'noun', 'screen'), ('وقت', 'noun', 'at_that_time;moment;period_of_time;time')]"
Beginner,هل تستخدم تطبيقات التواصل الاجتماعي؟ ماهو البرنامج المفضل وماذا تحب آن تشاهد؟,"Do you use social media apps? What is your favorite program, and what do you like to watch?",15,28,A,15,1,"[('برنامج', 'noun', 'program'), ('أحب', 'verb', 'like;love'), ('فيديو', 'noun', 'video'), ('صور', 'noun', 'form;illustration;image;manner;photo;photograph;picture;way'), ('أصدقاء', 'noun', 'friend'), ('عائلة', 'noun', 'family;household'), ('هاتف', 'noun', 'telephone'), ('رسالة', 'noun', 'communication;dissertation;letter;message;mission;task'), ('جديد', 'adj', 'modern;new'), ('قديم', 'adj', 'ancient;old'), ('وقت', 'noun', 'at_that_time;moment;period_of_time;time'), ('يوم', 'noun', 'day;some_day;today'), ('كل', 'noun_quant', 'all;entire;every;whole'), ('كثير', 'adj', 'many;much;numerous;very'), ('قليل', 'noun', 'few;insufficient;small_amount;small_quantity'), ('ممل', 'adj', 'boring;tedious'), ('عالمي', 'noun', 'world'), ('محلي', 'noun', 'location;place'), ('اتصال', 'noun', 'communication;connection;contact;relation;relationship'), ('شبكة', 'noun', 'net;network;system'), ('أمان', 'noun', 'protection;safety')]"
Beginner,كيف تقضي وقتك مع عائلتك؟,How do you spend time with your family?,10,29,A,10,1,"[('عائلة', 'noun', 'family;household'), ('وقت', 'noun', 'at_that_time;moment;period_of_time;time'), ('يوم', 'noun', 'day;some_day;today'), ('نشاط', 'noun', 'active;activity'), ('لعب', 'verb', 'play'), ('تلفاز', 'noun_prop', 'TV_set'), ('فيلم', 'noun', 'film;movie'), ('حديقة', 'noun', 'garden'), ('طعام', 'noun', 'food'), ('مطعم', 'noun', 'restaurant'), ('منزل', 'noun', 'house;residence'), ('زيارة', 'noun', 'visit;visiting'), ('صديق', 'noun', 'friend'), ('أخ', 'noun', 'brother'), ('أخت', 'noun', 'counterpart;sister'), ('صباح', 'noun', 'in_the_morning;morning'), ('مساء', 'noun', 'evening;in_the_evening'), ('كتاب', 'noun', 'book'), ('قراءة', 'noun', 'reading'), ('كتابة', 'noun', 'essay;piece_of_writing;writing'), ('رسم', 'noun', 'drawing;illustration;sketch'), ('طبخ', 'noun', 'cooking;cuisine'), ('رياضة', 'noun', 'mathematics;physical_exercise;sport'), ('كرة', 'noun', 'ball;football;globe;soccer;sphere'), ('قدم', 'noun', 'foot'), ('سباحة', 'noun', 'swimmer'), ('موسيقى', 'noun', 'music'), ('غناء', 'noun', 'singing'), ('فرح', 'noun', 'festivity;happiness;joy'), ('حب', 'noun', 'affection;love;out_of_affection_for'), ('حديث', 'noun', 'Hadith_(Islamic_traditions);discussion;interview;lately;modern;new;recently;talk')]"
Beginner,ماذا تفضل، الصيف أم الشتاء؟ ولماذا؟,"What do you prefer, summer or winter, and why?",12,30,A,12,1,"[('الصيف', 'noun', 'summer'), ('الشتاء', 'noun', 'rain;winter'), ('أحب', 'verb', 'like;love'), ('لا أحب', 'verb', 'like;love'), ('حار', 'adj', 'fervent;hot'), ('بارد', 'adj', 'cold;frigid'), ('الشمس', 'noun', 'sun'), ('الثلج', 'noun', 'ice;snow'), ('جميل', 'adj', 'beautiful;fine_(arts);nice'), ('السماء', 'noun', 'Heaven;sky'), ('المطر', 'noun', 'rain'), ('البحر', 'noun', 'sea'), ('الهواء', 'noun', 'air;atmosphere;climate'), ('عطلة', 'noun', 'holiday;recess;vacation'), ('شاطئ', 'noun', 'beach;coast;shore'), ('جبل', 'noun', 'mountain'), ('بيت', 'noun', 'house'), ('مدينة', 'noun', 'city'), ('نشاط', 'noun', 'active;activity'), ('رياضة', 'noun', 'mathematics;physical_exercise;sport'), ('سباحة', 'noun', 'swimmer'), ('تزلج', 'noun', 'skiing'), ('رحلات', 'noun', 'career;journey;trip;voyage'), ('أصدقاء', 'noun', 'friend'), ('عائلة', 'noun', 'family;household'), ('وقت', 'noun', 'at_that_time;moment;period_of_time;time'), ('درجات', 'noun', 'class;degree;grade;level;rank'), ('حر', 'adj', 'free;independent'), ('بسبب', 'noun', 'because_of;cause;due_to;reason')]"
Beginner,كيف تحتفل بعيد ميلادك؟,How do you celebrate your birthday?,1,31,A,1,1,"[('عيد ميلاد', 'noun', 'Christian_Era;Christmas;birth;birthday'), ('احتفال', 'noun', 'celebration;ceremony'), ('هدية', 'noun', 'gift;present'), ('كعكة', 'noun', 'cake;pastry'), ('شموع', 'noun', 'candle'), ('زينة', 'noun', 'decoration;embellishment'), ('حفلة', 'noun', 'celebration;ceremony;party'), ('أصدقاء', 'noun', 'friend'), ('عائلة', 'noun', 'family;household'), ('سعادة', 'noun', 'His/Her_Excellency;happiness'), ('أغاني', 'noun', 'melody;song'), ('بالونات', 'noun', 'balloon'), ('بطاقة', 'noun', 'ballot;card;tag'), ('مفاجأة', 'noun', 'surprise'), ('تصوير', 'noun', 'characterization;depiction;filming;illustration;photography'), ('طعام', 'noun', 'food'), ('شراب', 'noun', 'beverage;drink'), ('لعبة', 'noun', 'game;toy'), ('وقت', 'noun', 'at_that_time;moment;period_of_time;time'), ('ضحك', 'verb', 'laugh'), ('حب', 'noun', 'affection;love;out_of_affection_for'), ('جديد', 'adj', 'modern;new'), ('قديم', 'adj', 'ancient;old'), ('فرح', 'noun', 'festivity;happiness;joy'), ('حلويات', 'noun', 'dessert;pastry;sweet'), ('مشروبات', 'noun', 'beverage;drink'), ('كراسي', 'noun', 'chair;seat'), ('طاولة', 'noun', 'table'), ('ضيوف', 'noun', 'guest;visitor')]"
Beginner,ما هي الرياضة التي تحب ممارستها؟ لماذا؟,What is your favorite sport? Why?,2,32,A,2,1,"[('رياضة', 'noun', 'mathematics;physical_exercise;sport'), ('أحب', 'verb', 'like;love'), ('لماذا', 'adv_rel', 'why'), ('كرة القدم', 'noun', 'foot'), ('السباحة', 'noun', 'swimmer'), ('التنس', 'noun', 'tennis'), ('كرة السلة', 'noun', 'basket'), ('فريق', 'noun', 'band;faction;group;lieutenant_general;party;team'), ('لعبة', 'noun', 'game;toy'), ('صحي', 'adj', 'health;healthy;sanitary'), ('نشاط', 'noun', 'active;activity'), ('وقت', 'noun', 'at_that_time;moment;period_of_time;time'), ('تدريب', 'noun', 'coaching;drill;exercise;practice;training'), ('صديق', 'noun', 'friend'), ('ملعب', 'noun', 'playground;sports_field;stadium'), ('صالة رياضية', 'adj', 'mathematical;mathematician;sport;sportive'), ('فوز', 'noun', 'victory'), ('خسارة', 'noun', 'casualty;damage;failure;loss'), ('هدف', 'noun', 'goal;intention;objective;target'), ('تمرين', 'noun', 'drill;exercise;maneuver;practice;training'), ('جسم', 'noun', 'body;form'), ('قوي', 'adj', 'powerful;strong'), ('سريع', 'adj', 'express;prompt;quick'), ('نشاطات', 'noun', 'active;activity'), ('يوم', 'noun', 'day;some_day;today'), ('أسبوع', 'noun', 'week'), ('شهر', 'noun', 'month')]"
Beginner,تحدث عن رحلتك المدرسية الأخيرة.,Talk about your last school trip.,3,33,A,3,1,"[('مدرسة', 'noun', 'school'), ('رحلة', 'noun', 'career;journey;trip;voyage'), ('حافلة', 'noun', 'bus'), ('أصدقاء', 'noun', 'friend'), ('معلم', 'noun', 'teacher'), ('مدينة', 'noun', 'city'), ('حديقة', 'noun', 'garden'), ('متحف', 'noun', 'museum'), ('تذكرة', 'noun', 'card;ticket'), ('طعام', 'noun', 'food'), ('ماء', 'noun', 'water'), ('لعب', 'verb', 'play'), ('نشاط', 'noun', 'active;activity'), ('صورة', 'noun', 'form;illustration;image;manner;photo;photograph;picture;way'), ('كتاب', 'noun', 'book'), ('حقيبة', 'noun', 'briefcase;luggage;portfolio;suitcase'), ('طريق', 'noun', 'road;way'), ('ساعة', 'noun', 'clock;hour;time;timepiece;watch'), ('يوم', 'noun', 'day;some_day;today'), ('صباح', 'noun', 'in_the_morning;morning'), ('مساء', 'noun', 'evening;in_the_evening'), ('شمس', 'noun', 'sun'), ('جميل', 'adj', 'beautiful;fine_(arts);nice'), ('طويل', 'adj', 'long;tall'), ('قصير', 'adj', 'short;small'), ('جديد', 'adj', 'modern;new'), ('قديم', 'adj', 'ancient;old'), ('قريب', 'adj', 'close;near;recent;soon'), ('بعيد', 'noun', 'distant;far;remote'), ('مشي', 'verb', 'proceed;walk'), ('توقف', 'verb', 'depend_on;halt;stop'), ('استراحة', 'noun', 'intermission;recess;relaxation;rest'), ('شراء', 'noun', 'purchase;purchasing'), ('بيع', 'noun', 'sale'), ('زيارة', 'noun', 'visit;visiting'), ('مكان', 'noun', 'location;place;position'), ('تجربة', 'noun', 'experience;experiment')]"
Beginner,ماذا تفعل قبل الذهاب إلى النوم؟,What do you do before going to bed?,16,34,A,16,1,"[('نوم', 'noun', 'sleep'), ('سرير', 'noun', 'bed;couch'), ('غرفة', 'noun', 'chamber;room'), ('كتاب', 'noun', 'book'), ('ضوء', 'noun', 'light'), ('إطفاء', 'noun', 'extinguishing;fire_fighting'), ('وجه', 'noun', 'angle;aspect;face;facet;front;side'), ('أسنان', 'noun', 'age_(of_a_person);spearhead;tooth'), ('معجون', 'noun', 'cream;paste'), ('فرشاة', 'noun', 'brush'), ('استحمام', 'noun', 'bath;bathing'), ('دش', 'noun', 'douche;shower'), ('مياه', 'noun', 'water'), ('دافئة', 'adj', 'warm'), ('باردة', 'adj', 'cold;frigid'), ('نافذة', 'noun', 'window'), ('ستارة', 'noun', 'cover;curtain;veil'), ('إغلاق', 'noun', 'barring;closing;locking'), ('مفتاح', 'noun', 'key;switch;wrench'), ('جوال', 'noun', 'mobile_(phone)'), ('ساعة', 'noun', 'clock;hour;time;timepiece;watch'), ('هدوء', 'noun', 'calm;quiet;tranquillity'), ('موسيقى', 'noun', 'music'), ('هادئة', 'adj', 'calm;peaceful;quiet'), ('قراءة', 'noun', 'reading'), ('قصة', 'noun', 'story'), ('راحة', 'noun', 'leisure;palm_of_the_hand;repose;rest'), ('بطانية', 'noun', 'blanket'), ('وسادة', 'noun', 'cushion;pillow'), ('استعداد', 'noun', 'preparation;readiness;willingness'), ('ليل', 'noun', 'at_night;by_night;night;nighttime')]"
Beginner,كيف تستعد ليوم الدراسة؟,How do you prepare for your school day?,3,35,A,3,1,"[('مدرسة', 'noun', 'school'), ('طالب', 'noun', 'requesting;student'), ('حقيبة', 'noun', 'briefcase;luggage;portfolio;suitcase'), ('قلم', 'noun', 'pen;pencil'), ('دفتر', 'noun', 'ledger;notebook;register'), ('كتاب', 'noun', 'book'), ('معلم', 'noun', 'teacher'), ('صباح', 'noun', 'in_the_morning;morning'), ('حذاء', 'noun', 'face_to_face_with;opposite'), ('فصل', 'noun', 'chapter;cutting_off;detaching;discharge;dismissal;season;section;separating'), ('حصة', 'noun', 'class_period;portion;quota;share'), ('درس', 'noun', 'checking;class;examining;lesson;study;studying'), ('واجب', 'noun', 'duty;obligation;requirement'), ('جدول', 'noun', 'chart;schedule'), ('ساعة', 'noun', 'clock;hour;time;timepiece;watch'), ('وقت', 'noun', 'at_that_time;moment;period_of_time;time'), ('صديق', 'noun', 'friend'), ('حافلة', 'noun', 'bus'), ('طريق', 'noun', 'road;way'), ('بداية', 'noun', 'beginning;start'), ('نهاية', 'noun', 'end;finally;termination;ultimately'), ('نشاط', 'noun', 'active;activity'), ('رياضة', 'noun', 'mathematics;physical_exercise;sport'), ('طعام', 'noun', 'food'), ('ماء', 'noun', 'water'), ('استراحة', 'noun', 'intermission;recess;relaxation;rest'), ('كرسي', 'noun', 'chair;seat'), ('مكتب', 'noun', 'bureau;department;office'), ('باب', 'noun', 'category;door;gate;rubric'), ('نافذة', 'noun', 'window'), ('سبورة', 'noun', 'blackboard;slate'), ('جرس', 'noun', 'bell'), ('مكتبة', 'noun', 'bookstore;library'), ('قراءة', 'noun', 'reading')]"
Beginner,من هو الشخص الذي يلهمك ولماذا؟,Who is the person who inspires you and why?,10,36,A,10,1,"[('أسرة', 'noun', 'community;family'), ('صديق', 'noun', 'friend'), ('معلم', 'noun', 'teacher'), ('مثال', 'noun', 'example;model;proverb'), ('حب', 'noun', 'affection;love;out_of_affection_for'), ('احترام', 'noun', 'honoring;in_honor_of;out_of_respect_for;respect'), ('مساعدة', 'noun', 'aid;assistance;help;support'), ('نجاح', 'noun', 'success'), ('عمل', 'noun', 'action;activity;work'), ('هدف', 'noun', 'goal;intention;objective;target'), ('قصة', 'noun', 'story'), ('حياة', 'noun', 'life'), ('قوة', 'noun', 'armed_force;force;power;strength;violence'), ('شجاع', 'adj', 'brave'), ('ذكي', 'adj', 'clever;delicious;intelligent'), ('معروف', 'adj', 'known;well-known'), ('كاتب', 'noun', 'author;clerk;writer'), ('رياضي', 'adj', 'mathematical;mathematician;sport;sportive'), ('عالم', 'noun', 'world'), ('طبيب', 'noun', 'doctor;physician'), ('مهندس', 'noun', 'engineer;technician'), ('موسيقي', 'noun', 'music'), ('تعلم', 'verb', 'learn;study'), ('تجربة', 'noun', 'experience;experiment'), ('أمل', 'noun', 'hope;wish'), ('تغيير', 'noun', 'change;modification;replacement'), ('تفكير', 'noun', 'meditation;reflection;thinking')]"
Beginner,كيف تتخيل نفسك بعد عشر سنوات؟,How do you imagine yourself in ten years?,9,37,A,9,1,"[('أنا', 'pron', 'I'), ('أريد', 'verb', 'desire;intend;want'), ('أكون', 'verb', 'be'), ('بعد', 'noun', 'after'), ('سنوات', 'noun', 'year'), ('أعمل', 'verb', 'act;function;work'), ('طبيب', 'noun', 'doctor;physician'), ('مهندس', 'noun', 'engineer;technician'), ('معلم', 'noun', 'teacher'), ('مدرسة', 'noun', 'school'), ('جامعة', 'noun', 'league;university'), ('مستقبل', 'noun', 'future'), ('أسرة', 'noun', 'community;family'), ('أطفال', 'noun', 'boy;child;girl;infant'), ('بيت', 'noun', 'house'), ('سيارة', 'noun', 'automobile;car;vehicle'), ('سعيد', 'adj', 'happy'), ('حياة', 'noun', 'life'), ('دراسة', 'noun', 'research;study'), ('تعلم', 'verb', 'learn;study'), ('لغة', 'noun', 'language'), ('جديدة', 'adj', 'modern;new'), ('أصدقاء', 'noun', 'friend'), ('سفر', 'noun', 'journey;travel;trip'), ('مدينة', 'noun', 'city'), ('كبيرة', 'adj', 'great;important;large;major;senior'), ('صغيرة', 'adj', 'small;young'), ('عمل', 'noun', 'action;activity;work'), ('حلم', 'noun', 'dream'), ('هدف', 'noun', 'goal;intention;objective;target'), ('نجاح', 'noun', 'success'), ('سعادة', 'noun', 'His/Her_Excellency;happiness'), ('صحة', 'noun', 'authenticity;correctness;health;truth'), ('مال', 'noun', 'asset;capital;fund;money'), ('وقت', 'noun', 'at_that_time;moment;period_of_time;time'), ('عائلة', 'noun', 'family;household'), ('نجاحات', 'noun', 'success')]"
Beginner,كيف تستعد للمدرسة كل يوم؟,How do you prepare for school every day?,17,38,A,17,1,"[('المدرسة', 'noun', 'school'), ('يوم', 'noun', 'day;some_day;today'), ('حقيبة', 'noun', 'briefcase;luggage;portfolio;suitcase'), ('كتاب', 'noun', 'book'), ('قلم', 'noun', 'pen;pencil'), ('دفتر', 'noun', 'ledger;notebook;register'), ('حذاء', 'noun', 'face_to_face_with;opposite'), ('ساعة', 'noun', 'clock;hour;time;timepiece;watch'), ('وقت', 'noun', 'at_that_time;moment;period_of_time;time'), ('صباح', 'noun', 'in_the_morning;morning'), ('معلم', 'noun', 'teacher'), ('واجب', 'noun', 'duty;obligation;requirement'), ('طريق', 'noun', 'road;way'), ('حافلة', 'noun', 'bus'), ('كرسي', 'noun', 'chair;seat'), ('طاولة', 'noun', 'table'), ('فصل', 'noun', 'chapter;cutting_off;detaching;discharge;dismissal;season;section;separating'), ('درس', 'noun', 'checking;class;examining;lesson;study;studying'), ('باب', 'noun', 'category;door;gate;rubric'), ('نافذة', 'noun', 'window'), ('سبورة', 'noun', 'blackboard;slate'), ('جدول', 'noun', 'chart;schedule'), ('نشاط', 'noun', 'active;activity'), ('ماء', 'noun', 'water'), ('غذاء', 'noun', 'food;provision'), ('استراحة', 'noun', 'intermission;recess;relaxation;rest'), ('محفظة', 'noun', 'pocketbook;portfolio'), ('تعليمات', 'noun', 'education;instruction;precept;teaching'), ('قراءة', 'noun', 'reading'), ('كتابة', 'noun', 'essay;piece_of_writing;writing')]"
Beginner,ماذا تفعل إذا ربحت جائزة كبيرة؟,What do you do if you win a big prize?,9,39,A,9,1,"[('فوز', 'noun', 'victory'), ('جائزة', 'noun', 'prize;reward'), ('كبيرة', 'adj', 'great;important;large;major;senior'), ('سعيد', 'adj', 'happy'), ('مال', 'noun', 'asset;capital;fund;money'), ('سيارة', 'noun', 'automobile;car;vehicle'), ('بيت', 'noun', 'house'), ('سفر', 'noun', 'journey;travel;trip'), ('حلم', 'noun', 'dream'), ('شراء', 'noun', 'purchase;purchasing'), ('عائلة', 'noun', 'family;household'), ('أصدقاء', 'noun', 'friend'), ('هدية', 'noun', 'gift;present'), ('مستقبل', 'noun', 'future'), ('مدرسة', 'noun', 'school'), ('عمل', 'noun', 'action;activity;work'), ('بنك', 'noun', 'bank'), ('فرح', 'noun', 'festivity;happiness;joy'), ('حياة', 'noun', 'life'), ('جديد', 'adj', 'modern;new'), ('تخطيط', 'noun', 'graphing;imaging;planning;projecting'), ('نجاح', 'noun', 'success'), ('عطلة', 'noun', 'holiday;recess;vacation'), ('احتفال', 'noun', 'celebration;ceremony'), ('هدف', 'noun', 'goal;intention;objective;target')]"
Beginner,ماذا تفعل عندما تشعر بالملل؟,What do you do when you are bored?,16,40,A,16,1,"[('ملل', 'noun', 'annoyance;boredom'), ('كتاب', 'noun', 'book'), ('فيلم', 'noun', 'film;movie'), ('رياضة', 'noun', 'mathematics;physical_exercise;sport'), ('صديق', 'noun', 'friend'), ('موسيقى', 'noun', 'music'), ('رسم', 'noun', 'drawing;illustration;sketch'), ('كتابة', 'noun', 'essay;piece_of_writing;writing'), ('طبخ', 'noun', 'cooking;cuisine'), ('لعبة', 'noun', 'game;toy'), ('حديقة', 'noun', 'garden'), ('تلفاز', 'noun_prop', 'TV_set'), ('هاتف', 'noun', 'telephone'), ('نوم', 'noun', 'sleep'), ('مشي', 'verb', 'proceed;walk'), ('قراءة', 'noun', 'reading'), ('شاي', 'noun', 'tea'), ('قهوة', 'noun', 'coffee'), ('حاسوب', 'noun', 'computer'), ('زيارة', 'noun', 'visit;visiting'), ('عائلة', 'noun', 'family;household'), ('شاطئ', 'noun', 'beach;coast;shore'), ('تصوير', 'noun', 'characterization;depiction;filming;illustration;photography'), ('تسوق', 'verb', 'market;shop'), ('حفلة', 'noun', 'celebration;ceremony;party'), ('نزهة', 'noun', 'diversion;outing;picnic'), ('كلب', 'noun', 'dog'), ('قطة', 'noun', 'female_cat'), ('أصدقاء', 'noun', 'friend'), ('نشاطات', 'noun', 'active;activity'), ('وقت', 'noun', 'at_that_time;moment;period_of_time;time'), ('جديد', 'adj', 'modern;new')]"
