Document_ID	Grade	essay
31_A2_6levels_p7	A2	أحتفل بعيد ميلادي بطريقة مميزة وممتعة. في الصباح أستيقظ مبكرًا وأنا أشعر بالسعادة. أبدأ اليوم بتناول فطور لذيذ مع العائلة. أحب أن يكون هذا اليوم مليئًا بالبهجة والمرح. أرتدي ملابس جديدة جميلة وأنيقة تجعلني أشعر بالراحة والثقة.  بعد الفطور، أخرج مع أصدقائي المقربين إلى الحديقة الخضراء. نقضي وقتًا ممتعًا ونحن نلعب الألعاب الجماعية المسلية. أصدقائي دائمًا يجلبون لهم هدايا ملونة وبطاقات تهنئة رائعة. هذه اللحظات تجعلني أشعر بالحب والتقدير.  في المساء، نعود إلى المنزل حيث تنتظرني مفاجأة جميلة. العائلة تحضر لي حفلة صغيرة في غرفة الجلوس. تزين الغرفة بالبالونات الزاهية والشموع. هناك كعكة لذيذة بنكهة الشوكولاتة المفضلة لدي. الجميع يغني أغنية عيد الميلاد وأنا أطفئ الشموع متمنياً أماني جميلة.  أحب أن أشارك هذه الأوقات الخاصة مع الأشخاص الذين أحبهم. في نهاية اليوم، أشعر بالامتنان لكل من شاركني هذا اليوم السعيد. أخلد إلى النوم وأنا ممتلئ بالسعادة والذكريات الجميلة. عيد ميلادي هو حقًا يوم مميز في حياتي.
32_A1_6levels_p7	A1	أنا أحب ممارسة كرة القدم. هي رياضة ممتعة ومفيدة. اللعب مع الأصدقاء يجعلني سعيدًا. أركض بسرعة وأشعر بالقوة. الكرة خفيفة وسريعة. الفريق يحتاج إلى تعاون جيد. أحب اللعب في الهواء الطلق. العشب الأخضر جميل ونظيف. المباراة تكون مثيرة ومليئة بالحماس. أتعلم مهارات جديدة في كل مرة. المدرب طيب وصبور. يشجعنا على التحسن دائمًا. بعد المباراة، نشعر بالتعب لكننا سعداء. أحب كرة القدم لأنها تجعلني نشيطًا وصحيًا. تساعدني في بناء صداقات قوية. الرياضة جزء مهم من حياتي اليومية.
32_A2_6levels_p7	A2	أنا أحب ممارسة كرة القدم لأنها رياضة ممتعة ومفيدة. كرة القدم تجعلني نشيطًا وسعيدًا. أستمتع باللعب مع أصدقائي في الحديقة. الجو جميل في الخارج، والهواء نقي. عندما ألعب، أشعر بالحماس والتحدي. الفريق يعمل معًا لتحقيق الفوز، وهذا يعزز روح التعاون بيننا. الكرة خفيفة وسهلة التحرك بها، مما يجعلها مناسبة للجميع. أحيانًا، نلعب في المساء تحت الأضواء. إنه شعور رائع عندما يسجل أحدنا هدفًا. الرياضة تحافظ على صحتنا ولياقتنا. في النهاية، كرة القدم ليست مجرد لعبة، بل هي طريقة رائعة للترفيه والتواصل مع الآخرين. إنها رياضة محبوبة في جميع أنحاء العالم. أحبها لأنها تجمع بين المتعة والفائدة.
33_A1_6levels_p7	A1	في الأسبوع الماضي، ذهبت في رحلة مدرسية جميلة. كانت الرحلة إلى حديقة كبيرة. ذهبنا مع معلمينا وأصدقائنا الأعزاء. الجو كان مشمسًا ودافئًا. استمتعنا بالمناظر الطبيعية الخلابة. الأشجار كانت خضراء طويلة والزهور ملونة وجميلة. لعبنا ألعابًا ممتعة مثل كرة القدم والركض. كان هناك نهر صغير، والماء كان باردًا ونقيًا.  أحضرت معنا طعامًا لذيذًا. أكلنا السندويشات والفاكهة الطازجة. كان العصير باردًا ومنعشًا. جلسنا جميعًا تحت ظل شجرة كبيرة. تحدثنا وضحكنا كثيرًا. المعلم كان لطيفًا وشرح لنا عن النباتات والحيوانات في الحديقة.  في نهاية اليوم، كنا متعبين لكن سعداء. تعلمنا الكثير واستمتعنا بالوقت معًا. العودة كانت مريحة، وأحلامنا مليئة بالذكريات الجميلة. هذه الرحلة كانت تجربة رائعة وستظل في قلوبنا دائمًا.
33_A2_6levels_p7	A2	كانت رحلتنا المدرسية الأخيرة إلى حديقة الحيوان تجربة ممتعة. انطلقنا في الصباح الباكر، وكان الطقس مشمسًا ودافئًا. كانت الحافلة مليئة بالطلاب المتحمسين والمعلمين الودودين. عند وصولنا، استقبلنا مرشد حديقة الحيوان بابتسامة ودية، وبدأنا جولتنا.  أولاً، زرنا قفص الأسود. كانت الأسود كبيرة وجميلة، وبدت قوية جدًا. ثم انتقلنا إلى منطقة الطيور، حيث رأينا طيورًا ملونة بألوان زاهية، مثل الببغاوات الجميلة. استمتعنا بمشاهدة الطيور وهي تطير بحرية في السماء المفتوحة.  بعد ذلك، ذهبنا إلى منطقة الفيلة. كانت الفيلة ضخمة، وكانت تلعب بالماء في بحيرة صغيرة. أحببنا مشاهدة الفيلة وهي ترش الماء على أجسادها. ثم زرنا قفص القرود، حيث كانت القرود مشاغبة ومرحة. كانت تقفز من شجرة إلى أخرى بسرعة مذهلة.  في نهاية اليوم، جلسنا تحت ظل شجرة كبيرة لتناول الغداء. كان الطعام لذيذًا، والجو هادئًا. تبادلنا الحديث والضحكات مع الأصدقاء، وكان الجميع سعيدًا.  عندما عدنا إلى المدرسة، شعرنا بالتعب، لكننا كنا راضين عن يومنا الرائع. كانت الرحلة فرصة لتعلم أشياء جديدة عن الحيوانات والاستمتاع بالطبيعة. نتطلع إلى الرحلة القادمة بحماس.
34_A1_6levels_p7	A1	في نهاية كل يوم، أستعد للنوم بهدوء. أولاً، أرتب سريري المريح. بعد ذلك، أغير ملابسي وأرتدي ثياب النوم النظيفة. أحب أن يكون الجو في غرفتي هادئًا ومريحًا، لذا أطفئ الأضواء الساطعة وأبقي الضوء الخافت فقط. أحيانًا أقرأ كتابًا ممتعًا قبل النوم، فهو يساعدني على الاسترخاء.  أحب أن أشرب كوبًا دافئًا من الحليب، فهو يجعلني أشعر بالهدوء. أتأكد من أن هاتفي بعيد عني حتى لا أتعرض للإزعاج. أحيانًا أستمع إلى موسيقى هادئة، مما يساعدني على التفكير في يومي بشكل إيجابي.  قبل النوم، أفكر في الأشياء الجيدة التي حدثت لي اليوم. أشعر بالامتنان لكل لحظة سعيدة. بعد ذلك، أغمض عيني وأحاول أن أنام بسلام. النوم مهم جدًا لأكون نشيطًا في اليوم التالي. وبهذه الطريقة، أستطيع أن أبدأ صباحي الجديد بطاقة إيجابية.
34_A2_6levels_p7	A2	قبل الذهاب إلى النوم، لدي روتين يساعدني على الاسترخاء والنوم العميق. أولاً، أطفئ الأجهزة الإلكترونية مثل الهاتف والتلفاز. هذا يجعل الغرفة هادئة ومريحة. بعدها، أشعل ضوءًا خافتًا في الغرفة. الإضاءة الخافتة تساعد في تهدئة الأعصاب. أحب أيضًا قراءة كتاب ممتع قبل النوم. يضيف الكتاب لمسة من الهدوء إلى عقلي.   أحيانًا، أتناول كوبًا دافئًا من الشاي العشبي. طعمه لذيذ ورائحته زكية. الشاي يساعدني على الاسترخاء. أرتدي ملابس ناعمة ومريحة. هذا يجعلني أشعر براحة أكبر. أتأكد من أن سريري مرتب ونظيف. الوسائد ناعمة والغطاء دافئ.   قبل أن أغمض عيني، أفكر في الأشياء الجميلة التي حدثت خلال اليوم. هذا يجعلني أشعر بالسعادة والامتنان. أخيرًا، أقول لنفسي، "غدًا يوم جديد، سيكون رائعًا." بهذا التفكير الإيجابي، أذهب إلى النوم بأحلام سعيدة.
35_A1_6levels_p7	A1	الاستعداد ليوم الدراسة مهم جدًا لكل طالب. في البداية، يجب أن ننام مبكرًا للحصول على راحة كافية. في الصباح، نستيقظ بنشاط ونغسل الوجه بالماء البارد. ثم، نرتدي ملابس نظيفة ومرتبة. نحمل حقيبة المدرسة الثقيلة ونتأكد من وجود الكتب المهمة بداخلها. نفطر وجبة صحية تمنحنا الطاقة. بعد ذلك، نذهب إلى المدرسة بالوقت المناسب. نجلس في الفصل بهدوء ونستمع للمعلم. عندما نعود إلى البيت، ننجز الواجبات المنزلية بعناية. نحضر الدروس القادمة ونراجع المعلومات المفيدة. ننظم مكتبنا الدراسي ونضع الأدوات في مكانها. في المساء، نقضي وقتًا ممتعًا مع العائلة. هذا الروتين اليومي يجعلنا طلابًا ناجحين وسعداء.
35_A2_6levels_p7	A2	الاستعداد ليوم الدراسة مهم جدًا للحصول على بداية منتظمة ومنتجة. في الليلة السابقة، من الجيد أن تُحضّر حقيبتك المدرسية بعناية واهتمام. تأكد من وضع الكتب والدفاتر الضرورية والملونة. لا تنسَ الأدوات مثل الأقلام الحادة والممحاة النظيفة.   في الصباح، استيقظ في الوقت المحدد لتجنب التأخير. تناول وجبة فطور صحية وغنية بالطاقة مثل البيض أو الجبنة الطازجة مع الخبز. إن الفطور يساعدك على التركيز خلال اليوم الطويل. بعد تناول الطعام، ارتدِ ملابسك المدرسية النظيفة والمرتبة.   قبل مغادرة المنزل، تأكد من أن لديك كل شيء تحتاجه لليوم. إذا كان الجو باردًا، ارتدِ معطفًا دافئًا. لا تنسَ أن تكون ودودًا ومبتسمًا عند الوصول إلى المدرسة. احرص على أن تكون مستعدًا للاستماع والمشاركة في الصف بفعالية.   عندما تكون مستعدًا جيدًا، يكون يومك الدراسي أكثر تنظيمًا ونجاحًا. دائمًا تذكر أن التحضير الجيد هو مفتاح النجاح الدراسي.
36_A1_6levels_p7	A1	الشخص الذي يلهمني هو والدي. والدي رجل قوي وذكي. يعمل بجد كل يوم. هو دائمًا يساعد الآخرين. يحب عمله ويهتم بعائلته. هو صديق جيد للجميع. علمنا كيف نكون صادقين ومخلصين. لديه قلب طيب وكبير. يحب القراءة والتعلم. يشاركنا قصصه الممتعة عن الحياة. والدي يعلمنا أن نحترم الجميع. أتعلم منه كيف أكون شخصًا جيدًا. أشعر بالفخر لأنه والدي. دائمًا يشجعني لأكون أفضل. أريد أن أكون مثله في المستقبل. هو مصدر إلهامي وسعادتي. أحب والدي كثيرًا. هو مثالي في الحياة.
36_A2_6levels_p7	A2	الشخص الذي يلهمني هو والدي. والدي رجل حكيم وصادق. دائمًا يعطيني نصائح مفيدة. أتعلم منه الصبر والشجاعة. في الصباح، يعمل بجد في مكتبه. يحب عمله ويساعد الناس. في أوقات الفراغ، يقرأ الكتب المفيدة. يحب التعلم وتطوير نفسه دائمًا. يشاركنا قصصًا ممتعة من حياته. عندما أواجه مشكلة، أذهب إليه. يستمع لي بعناية ويقدم لي الحلول. يقول لي: "الإصرار هو المفتاح للنجاح". أشعر بالراحة والثقة بوجوده. أعتبره مثلي الأعلى. بفضله، أتقدم في حياتي. أتعلم منه كيف أكون شخصًا أفضل. في النهاية، والدي هو قدوتي الحقيقية في الحياة.
37_A1_6levels_p7	A1	أرى نفسي بعد عشر سنوات شخصًا ناجحًا وسعيدًا. أعمل في وظيفة ممتعة. أعيش في مدينة جميلة. لدي منزل مريح وحديقة صغيرة. أحب القراءة وتعلّم أشياء جديدة. أكون شخصًا صبورًا ومتفائلًا. أعمل بجد لتحقيق أحلامي. أعتني بصحتي وأمارس الرياضة بانتظام. أساعد أسرتي وأصدقائي. أطمح إلى تحقيق المزيد في حياتي. أحب السفر واستكشاف أماكن جديدة. أتعلم لغات مختلفة وأتعرف على ثقافات متنوعة. أكون شخصًا طموحًا ومبدعًا. أعيش حياة مليئة بالتجارب الإيجابية. أقدر اللحظات الجميلة وأستمتع بكل يوم.
37_A2_6levels_p7	A2	بعد عشر سنوات، أتخيل نفسي شخصًا ناجحًا وسعيدًا. أرى نفسي أعمل في وظيفة مثيرة وممتعة. ربما أكون مهندسًا أو طبيبًا يساعد الناس. سأعيش في مدينة جميلة وهادئة. سيكون لدي منزل مريح وحديقة خضراء. سأستمتع بوقت الفراغ مع أسرتي وأصدقائي.   أحلم بأن أكون أكثر حكمة وثقة. سأكون قادرًا على اتخاذ قرارات جيدة في الحياة. سأتعلم لغات جديدة وأزور أماكن مختلفة في العالم. السفر سيجعلني أكتشف ثقافات متنوعة وأكون صداقات جديدة.   أطمح أن أكون شخصًا متعاونًا وإيجابيًا. سأشارك في مشاريع تفيد المجتمع. سأساعد الآخرين بطرق مختلفة، مثل التطوع في الجمعيات الخيرية. سأعمل بجد لأحقق أحلامي وأكون فخورًا بنفسي.   في النهاية، أتمنى أن أعيش حياة مليئة بالسلام والسعادة. سأكون ممتنًا لكل لحظة جميلة أعيشها. أعتقد أن المستقبل سيكون مشرقًا ومليئًا بالفرص. سأبذل كل جهدي لأكون الشخص الذي أتمناه.
38_A1_6levels_p7	A1	كل صباح أستعد للمدرسة بطريقة منظمة. أبدأ يومي بالاستيقاظ مبكرًا. أشعر بالنشاط والحيوية. أغسل وجهي بالماء البارد. أتناول إفطارًا صحيًا مثل الخبز والجبن. أرتدي زي المدرسة النظيف والمرتب. أتحقق من حقيبتي المدرسية. أضع فيها الكتب والدفاتر. لا أنسى أدواتي المدرسية مثل الأقلام والممحاة. أرتدي الحذاء المريح والناعم. قبل الخروج، أودع أسرتي بابتسامة. أتوجه إلى المدرسة مشيًا على الأقدام. أشعر بالسعادة لرؤية أصدقائي. أتعلم أشياء جديدة في الفصل. أحب دروسي ومعلمي اللطيف. في نهاية اليوم، أعود إلى المنزل بسلام. أشعر بالفخر بكل ما أنجزت.
38_A2_6levels_p7	A2	كل صباح، أستيقظ مبكرًا لأستعد ليوم دراسي جديد. أول شيء أفعله هو غسل وجهي بالماء البارد. هذا يجعلني أشعر بالانتعاش. ثم أرتدي ملابسي المدرسية النظيفة. أحب أن تكون ملابسي مرتبة. بعد ذلك، أتناول فطوري اللذيذ. أمي تعد لي ساندويتشًا صحيًا. أحيانًا أتناول الفواكه الطازجة أيضًا.  بعد الفطور، أتحقق من حقيبتي المدرسية. أتأكد من وجود الكتب المهمة والأقلام الملونة. أحب أن تكون حقيبتي منظمة. ثم أستعد للخروج. أرتدي حذائي المريح. الطقس أحيانًا يكون باردًا، لذا أرتدي معطفًا دافئًا.  أنا أحب الذهاب إلى المدرسة. ألتقي بأصدقائي الجيدين ونلعب معًا قبل بدء الدروس. المعلمون في مدرستي لطفاء ومفيدون. أحب درس الرياضيات لأنه ممتع. بعد انتهاء الدراسة، أعود إلى المنزل. أراجع دروسي وأحل واجباتي المنزلية. هكذا أستعد ليوم دراسي جديد كل يوم.
39_A1_6levels_p7	A1	إذا ربحت جائزة كبيرة، سأكون سعيدًا جدًا. سأفكر أولاً في عائلتي. أريد أن أساعد والديّ الطيبين. سأشتري لهم بيتًا كبيرًا وجميلًا. أريد أن يكون لديهم حياة مريحة وسعيدة. بعد ذلك، سأهتم بصحتي. سأزور طبيبًا جيدًا وأشتري طعامًا صحيًا ولذيذًا.  سأفكر أيضًا في مستقبلي. سأوفر بعض المال للدراسة. أريد أن أتعلم شيئًا مفيدًا وجديدًا. سأبحث عن جامعة مشهورة. سأدرس بجد وأحقق أحلامي. سأستمتع بوقتي مع أصدقائي المخلصين. سأذهب معهم في رحلة ممتعة إلى مكان جميل وهادئ.  في النهاية، سأساعد الناس. سأعطي بعض المال للفقراء والأيتام. أريد أن أكون شخصًا كريمًا وطيب القلب. سأشعر بالسعادة عندما أرى الابتسامات على وجوههم. سأكون ممتنًا للجائزة الكبيرة وأحاول استخدامها بحكمة.
39_A2_6levels_p7	A2	إذا ربحت جائزة كبيرة، سأشعر بسعادة كبيرة وفخر. التفكير في كيفية استخدام هذه الجائزة مهم. أولاً، سأقوم بسداد أي ديون. هذا سيجعل حياتي أكثر راحة وهدوءًا. بعد ذلك، سأساعد عائلتي. لديهم احتياجات عديدة، وأنا أريد أن أراهم سعداء. سأشتري لأمي هدية جميلة، وأبي يحتاج إلى سيارة جديدة.   أيضًا، سأخصص جزءًا من المال لأصدقائي الأعزاء. هم دائماً يدعمونني في الأوقات الصعبة، وأريد أن أشكرهم. سأفكر في مشروع صغير يستفيد منه المجتمع. ربما أفتح مكتبة صغيرة في الحي. القراءة مهمة وتساعد الناس على التعلم والنمو.  وأخيرًا، سأخصص جزءًا من المال للسفر. السفر يفتح الأفق ويعلم الكثير عن الثقافات المختلفة. أريد زيارة أماكن جديدة والتعرف على تقاليد شعوب أخرى.   في النهاية، الجائزة الكبيرة نعمة. يجب أن أستخدمها بحكمة وعقلانية. الأهم أن أبقى متواضعًا وأواصل العمل الجاد لتحقيق أهدافي.
40_A1_6levels_p7	A1	عندما أشعر بالملل، أحب أن أبحث عن أنشطة ممتعة. أولًا، أقرأ كتابًا لطيفًا. الكتب تجعلني أعيش في عالم خيالي. أحب الكتب القصيرة لأنها بسيطة. أحيانًا، أذهب للنزهة في الحديقة الجميلة. الهواء النقي والزهور الملونة تجعلني سعيدًا. كذلك، أتحدث مع أصدقائي المضحكين. الضحك معهم يغير مزاجي السيئ. أيضًا، أحب الرسم بألوان زاهية. الرسم يساعدني على التعبير عن مشاعري. عندما أرسم، أشعر بالراحة. في بعض الأحيان، أستمع إلى الموسيقى الهادئة. الموسيقى تجعلني أشعر بالهدوء. أخيرًا، أذهب لممارسة الرياضة. الحركة تجعلني نشيطًا وصحيًا. كل هذه الأنشطة تساعدني على التخلص من الملل. عندما أختار نشاطًا، أشعر بالسعادة والراحة.
40_A2_6levels_p7	A2	عندما أشعر بالملل، أبحث عن أشياء ممتعة ومفيدة لأقوم بها. البداية تكون مع قراءة كتاب مثير. أحب الكتب التي تحمل قصصًا شيقة ومعلومات جديدة. أقرأ بهدوء في مكان مريح، مما يساعدني على التركيز والاستمتاع.  إذا لم يكن لدي كتاب جديد، أذهب للمشي في الحديقة القريبة. الهواء النقي والمناظر الطبيعية الخضراء تجلب لي الراحة والهدوء. أراقب الطيور الصغيرة وهي تغرد والأشجار العالية وهي تتمايل بلطف في النسيم.  أحيانًا، أقرر أن أتعلم شيئًا جديدًا عبر الإنترنت. أتابع دروسًا بسيطة ومفيدة في الطهي أو الرسم. هذه الأنشطة تجعلني أشعر بالإنجاز والسعادة. الإنترنت مليء بالموارد التعليمية الممتعة.  كما أحب التواصل مع الأصدقاء عبر الهاتف. نتحدث عن أمورنا اليومية ونخطط للمستقبل. الحديث مع الأصدقاء المقربين يخفف من الشعور بالملل ويجلب السعادة.  في النهاية، الملل فرصة لاكتشاف أشياء جديدة وتجديد النشاط. من المهم استغلال الوقت بشكل إيجابي ومثمر. كل يوم يمكن أن يكون فرصة لتعلم شيء جديد أو الاستمتاع بلحظات بسيطة ومفرحة.
41_A1_6levels_p7	A1	عائلتي مهمة في حياتي. تعلمت منهم الكثير. أمي امرأة لطيفة وصبورة. تعلمت منها كيف أكون هادئًا وأساعد الآخرين. أبي رجل قوي وحكيم. علمني كيف أعمل بجد وأكون صادقًا. أخي شخص مرح ومبدع. تعلمت منه كيف أكون مرنًا وأستمتع بالحياة. أختي فتاة ذكية وحنونة. تعلمت منها كيف أهتم بالآخرين وأكون مسؤولًا. عندما نكون معًا، نشعر بالسعادة والراحة. نتشارك في الأعمال المنزلية ونلعب الألعاب الممتعة. نتعلم كيف نحل المشاكل بالتفاهم والتعاون. عائلتي علمتني أن الحب والاحترام مهمان. أشعر بالامتنان لعائلتي الجميلة. أتعلم منهم يوميًا، وأصبح أفضل بفضلهم.
41_A2_6levels_p7	A2	تعلمت من عائلتي العديد من الأشياء القيمة التي شكلت شخصيتي. أمي دائماً تعطيني الحب والحنان، وهي مثال للصبر والإخلاص. أبي يعلمني أهمية الاجتهاد والعمل الجاد لتحقيق الأهداف. هو شخص حازم ولكنه عطوف في نفس الوقت. إخوتي يدعمونني دائماً في الدراسة، ويشجعونني على تطوير مهاراتي. نحن نحب التعاون في المنزل، ونتشارك المسؤوليات بشكل منظم. عائلتي تعلمت منها القيم الأخلاقية، مثل الأمانة والصدق. هذه القيم تساعدني في بناء علاقات قوية مع أصدقائي وزملائي. أيضاً، تعلمت من والدي كيفية إدارة الوقت بفعالية، وهذا ساعدني في تحسين أدائي الأكاديمي. بفضل إرشادات عائلتي، أصبحت أكثر ثقة بنفسي وأكثر قدرة على مواجهة التحديات. في النهاية، أشعر بالامتنان لتعليمهم ودعمهم المستمر لي، لأنهم يعطونني القوة والإلهام لتحقيق أحلامي.
42_A1_6levels_p7	A1	الشيء الذي يجعلني سعيدًا هو قضاء الوقت مع عائلتي. العائلة هي جزء مهم في حياتي. أحب الجلوس معهم في المنزل، خاصة في المساء. هذا الوقت يجعلني أشعر بالراحة والفرح. نحن نتحدث عن يومنا ونضحك معًا. أمي تطبخ لنا طعامًا لذيذًا، والجو يكون دافئًا ومريحًا.  أيضًا، أحب اللعب مع أصدقائي في الحديقة. الأصدقاء يجعلونني سعيدًا ومتحمسًا. نحن نلعب كرة القدم ونركض في المكان. الضحك مع الأصدقاء يجعل اليوم مشرقًا وممتعًا. أشعر بالحرية والنشاط عندما أكون معهم.  القراءة هي شيء آخر يسعدني. الكتب تأخذني إلى عوالم جديدة ومثيرة. أحب القصص لأنها تجعلني أفكر وأتعلم. الكتب تجعلني أشعر بالهدوء والراحة.  في النهاية، الأشياء البسيطة هي ما يجلب السعادة الحقيقية. العائلة، الأصدقاء، والكتب تجعل حياتي مليئة بالفرح والأمل. السعادة تأتي من اللحظات الجميلة التي نعيشها كل يوم.
42_A2_6levels_p7	A2	السعادة هي شعور جميل يجعل الحياة أفضل. بالنسبة لي، هناك أشياء كثيرة تجعلني سعيدًا، ولكن الشيء الذي يسعدني أكثر هو قضاء الوقت مع عائلتي. عائلتي مكونة من أشخاص طيبين ومتعاونين. أحب الجلوس معهم والحديث عن يومنا وأحلامنا. عندما أكون مع عائلتي، أشعر بالأمان والراحة.  أيضًا، أحب الطبيعة لأنها تمنحني شعورًا بالهدوء والسكينة. الذهاب إلى الحديقة أو البحر يجعلني أشعر بالفرح. أحب رؤية الأشجار الخضراء والزهور الجميلة. المشي في الهواء الطلق يجعلني نشيطًا وسعيدًا. الطبيعة مليئة بالألوان والأصوات التي تريح الروح.  من الأشياء الأخرى التي تسعدني هي القراءة. الكتب تأخذني إلى عوالم جديدة ومثيرة. عندما أقرأ، أتعلم أشياء جديدة وأفكر في أفكار مختلفة. القراءة تجعل العقل نشيطًا وتعطيني فرصة للهروب من ضغوط الحياة اليومية.  في النهاية، السعادة تأتي من أشياء بسيطة في الحياة. سواء كان ذلك من خلال قضاء الوقت مع العائلة، أو الاستمتاع بالطبيعة، أو القراءة، فهذه الأشياء تجعلني أشعر بالسعادة والراحة. السعادة هي أن تجد الفرح في الأمور الصغيرة وتقدر اللحظات الجميلة.
43_A1_6levels_p7	A1	في يومي العادي، أجد أحيانا أن الوقت يمر سريعًا. إذا كان لدي ساعة إضافية، سأستخدمها بحكمة. أولاً، سأقرأ كتابًا ممتعًا. الكتب تساعدني على التعلم والاسترخاء. القراءة تجعلني سعيدًا وهادئًا. أحيانًا أختار كتبًا عن الطبيعة؛ فهي مثيرة ورائعة.   بعد القراءة، سأمارس الرياضة. الرياضة مهمة للصحة والقوة. ربما أذهب للمشي في الحديقة الخضراء. الهواء النقي يجعلني نشيطًا وسعيدًا. الحديقة مكان جميل وهادئ.   أخيرًا، سأخصص وقتًا لعائلتي. العائلة مهمة في حياتي. نتحدث معًا ونشارك لحظات سعيدة. الضحك والحديث يجعلني أشعر بالحب والدفء.   بهذه الطريقة، أستغل الساعة الإضافية بشكل جيد ومفيد. كل لحظة قيمة ويجب أن نستخدمها بحكمة.
43_A2_6levels_p7	A2	إذا كنت أملك ساعة إضافية في اليوم، سأستغلها بشكل جيد. أحب القراءة كثيرًا، لذا سأخصص جزءًا منها لقراءة كتاب ممتع. القراءة توسع الفكر وتزيد المعرفة. أحب أيضًا المشي في الحديقة القريبة. الهواء النقي والطبيعة الخلابة يساعدانني على الاسترخاء.   خلال هذه الساعة، سأقوم أيضًا بتعلم مهارة جديدة. أظن أن تعلم اللغة الإسبانية سيكون مفيدًا. إنها لغة جميلة ومفيدة للسفر والعمل. سأستخدم تطبيقًا تعليميًا يسهل التعلم ويجعل العملية ممتعة.   في نهاية الساعة، سأقضي بعض الوقت مع عائلتي. الحديث معهم يعطيني شعورًا بالراحة والسعادة. النقاش معهم حول مواضيع مختلفة يقوي الروابط الأسرية.   استغلال هذه الساعة الإضافية سيجعل يومي أكثر إنتاجية وسعادة. إنه لأمر رائع أن يكون لدينا وقت إضافي لتحقيق ما نحب.
44_A1_6levels_p7	A1	إذا كان لدي مبلغ من المال، سأفكر في كيفية إنفاقه بحكمة. أولاً، سأشتري كتبًا مفيدة. أحب قراءة الكتب لأنها تزيد من معرفتي. الكتب تجعل العقل قويًا وتفتح آفاقًا جديدة. بعد ذلك، سأشتري هدايا لأصدقائي وعائلتي. أحب أن أرى الابتسامات على وجوههم. الهدايا تجعل الناس سعداء وتقوي العلاقات. قد أشتري أيضًا لعبة جديدة مسلية. اللعب مهم للراحة والمرح. وأخيرًا، سأوفر جزءًا من المال. الادخار مهم للمستقبل. المال المدخر يمكن أن يساعد في الأوقات الصعبة. بهذه الطريقة، أستطيع أن أستفيد من المال بشكل جيد.
44_A2_6levels_p7	A2	إذا كان لدي مبلغ من المال، سأفكر بعناية في كيفية إنفاقه. أولاً، سأشتري هدية جميلة لأمي. أحب أن أراها سعيدة ومبتسمة. الهدية ستكون شيئًا نافعًا لها في حياتها اليومية. وثانيًا، سأخصص جزءًا من المال لتطوير مهاراتي. قد ألتحق بدورة تعليمية مفيدة. أعتقد أن التعليم مهم جدًا لأنه يساعدني على تحسين مستقبلي. كما سأشتري بعض الكتب المثيرة للقراءة. أحب قراءة الكتب لأنها تفتح لي أبواب المعرفة. وأخيرًا، سأحاول التبرع بجزء من المال لجمعية خيرية تساعد المحتاجين. أعتقد أن مساعدة الآخرين تجعل الحياة أكثر جمالًا. في النهاية، أرى أن الإنفاق بحكمة يجلب لي السعادة والراحة. بهذه الطريقة، أستطيع تحقيق الفائدة لي وللآخرين.
45_A1_6levels_p7	A1	إذا استطعت أن أتعلم لغة جديدة، سأختار تعلم اللغة الإسبانية. اللغة الإسبانية جميلة وسهلة. يتحدث بها كثير من الناس. أريد أن أزور إسبانيا. الطعام هناك لذيذ والموسيقى ممتعة. أصدقائي يحبون الثقافة الإسبانية. يمكنني التعرف على أشخاص جدد. السفر إلى بلدان جديدة مثير. اللغة الإسبانية مفيدة في العمل. تعلم لغة جديدة يفتح آفاقًا جديدة. اللغة تجعل التواصل أسهل. لهذا السبب أختار الإسبانية.
45_A2_6levels_p7	A2	إذا استطعت أن أتعلم لغة جديدة، سأختار اللغة الإسبانية. إنها لغة جميلة وسهلة التعلم نسبيًا. تنتشر الإسبانية في العديد من البلدان، مما يجعلها مفيدة جدًا للسفر. أعتقد أن تعلم الإسبانية سيساعدني في التواصل مع أشخاص مختلفين. هذا سيتيح لي فرصًا جديدة في الحياة والعمل. الإسبانية لغة غنية بالثقافة والتاريخ. أحب الموسيقى والأفلام الإسبانية، وهذا يعزز رغبتي في تعلمها. بالإضافة إلى ذلك، تعلم لغة جديدة يعزز العقل ويفتح آفاقًا جديدة. أرى أن الإسبانية ستضيف إلى مهاراتي وتزيد من خبرتي. في النهاية، أعتقد أن تعلم الإسبانية سيكون خطوة ذكية وممتعة في حياتي.
46_A1_6levels_p7	A1	إذا استطعت السفر إلى أي مكان، سأختار اليابان. اليابان بلد جميل ومذهل. أحب الثقافة اليابانية كثيرًا. الطعام الياباني لذيذ ومتنوّع. أحب السوشي والرامن. الناس هناك طيبون ولطيفون. المدن نظيفة ومنظمة. التكنولوجيا في اليابان متقدمة جدًا. أحب مشاهدة الأنمي الياباني. الطبيعة في اليابان خلابة. هناك جبال وبحيرات جميلة. أحب زيارة طوكيو وكيوتو. الأماكن التاريخية رائعة. أود أن أتعلم اللغة اليابانية. السفر إلى اليابان سيكون تجربة مدهشة ومفيدة. سأكون سعيدًا لرؤية هذا البلد الرائع. أتمنى أن أزور اليابان قريبًا.
